id,customer_id,date,caller,status,result,notes
137343,190526,45990.48235,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,ตัดสายทิ้งรอบนี้ 29/11/68
137306,219183,45990.47881,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหารอบนี้บอกใช้ไปแล้ว แต่ไม่ค่อยได้ผลเลย เลยถามว่าใช้ยังไง ลูกค้าบอก15วันครั้ง ผสมน้ำใส่บัวราดรอบต้นเลย  เลยบอกว่ามันห่างไป ลองใช้ให้ถี่ขึ้น ประมาณ 3-5วันครั้ง ติดต่อกันอย่างน้อยๆให้ได้ 3-5ครั้ง เฉพาะต้นที่เป้นหนักๆดู แล้วบอกจะโทรติดตามผลใหม่ 
137240,218497,45990.47006,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,โทรหารอบนี้บอกทุเรียนพึ่งใบสอง จะใช้ช่วงเป็นดอกแล้วโบรอนนะ เลยแนะนำ 4-24 ไปให้ ลูกค้าบอกรอใบเพลาดก่อน เลยบอกจะโทรหาประมาณ ก่อนสิ้นปี 
137220,199015,45990.46677,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรหาสองครั้้ง ไม่รับสาย 27/10/68 // โทรหาาองครั้งไม่รับสาย 29/11/68 รอบหน้าเอาเบอร์อื่นโทรหา ดู 
137219,199015,45990.46674,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรหาสองครั้้ง ไม่รับสาย 27/10/68 // โทรหาาองครั้งไม่รับสาย 29/11/68 รอบหน้าเอาเบอร์อื่นโทรหา ดู 
137173,219349,45990.46003,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,
137166,225089,45990.45873,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ไม่มีสัญญาณ 29/11/68
137154,203344,45990.45624,กล๊อฟ [Telesale],รับสาย,สั่งช่องทางอื่นแล้ว,โทรหารอบนี้้บอกเขาสั่งมาแล้วให้พี่ แบ่งกันคนละครึ่งของเทพมงคลไม่รู้ตัวไหนเด๊่ยวพี่ไปดูก่อนตอนนี้กำลังยุ้งอยู่ ใบสวน เลยบอกจะโทรหาใหม่ 
137129,218487,45990.45262,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ไม่รับสายโทรหาสองครั้ง 29/11/68 // โทรกลับมาบอก ใช้กับมะพร้าว 2ต้นทุเรียนต้นเดียว ยังไม่หมด กำลังว่าจะปลูกทุเรียนเพิ่ม 2ไร่ เพราะทดลองปลูกที่บ้านแล้วมันงาม เลยแนะนำไตรโครไปให้ เพราะเห็นลูกค้าบอกว่าสวนลูกสาวทุเรียนไม่งามเป้นก้านธูป และบอกจะโทรหาใหม่ปีหน้า 
137030,218401,45990.4389,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ทุเรียน ตอนนี้กำลังทำชุดใบอยู่ ใกล้จะสะสมอาหารแล้ว แต่มีปุ๋ยทางดินเตรียมไว้แล้ว จะได้ใช้อีกทีช่วงปลายปีนี้เลย // ไม่มีสัญญาณ 29/11/68
137021,218400,45990.43784,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหารอบนี้บอกพึ่งจะใช้หาคนฉีดให้ยาก แล้วพึ่งไปซื้อยาฆ่าแมลงเซฟวิน85มาด้วย จะเอามาฉีดกันด้วง แต่ต้องรอหาคนฉีดให้ เพราะมันเคมี แนะนำสิงเขียวไปให้ ยังไม่สนใจ เพราะรอดูเรื่องน้ำก่อน ช่วงนี้บอกจะเน้นปุ๋ยน้ำไปก่อน เลยบอกไปว่าถ้าเดือนหน้ามีโปรจะโทรแจ้ง ถ้าไม่มีก็โทรหาอีกทีปีหน้า 
136932,218392,45990.42266,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหาล่าสุดบอกกำลังจะฉีดแล้วปุ๋ยน้ำหาเจอแล้ว ยังเหลือปุ๋ยเม็ดใส่ไปรอบเดียวเอง ไม่มีน้ำฝนมันไม่ตกแล้ว หนาวแล้ว เด๊่ยวรอทำเรื่องระบบน้ำก่อน จะใส่ใหม่ เพราะตอนนี้ไม่มีน้ำ ยังไม่ได้ต่อสายทำเรื่องระบบน้ำ เลยบอกว่าจะโทรหาใหม่ปีหน้า
136909,218531,45990.41918,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรหาสองครั้ง ไม่รับสาย 29/11/68 // โทรกลับมาบอกใช้ของดวงตะวันเพชรไปแล้ว ของเราค่อยว่ากัน 
136853,225088,45990.40968,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสาย โทรสองครั้ง 29/11/68
136800,225156,45990.40088,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสาย โทรสองครั้ง 29/11/68
136785,225218,45990.39843,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มีสองต้นในหมูบ้านวิลล่า ซองนึงใช้จนหมดอายุ ไม่อยากได้อะไรเพิ่มเติมเพราะมีสองต้น 
136765,225217,45990.39616,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรเจอแฟนพี่สุถาพ บอกว่าแฟนพี่คนใช้น่าจะใช้กับพวกพริก แตงถั่ว พวกนั้นและมั้ง เหมือนจะเจอเชื้อรา เลยฝากวิธีใช้งานไปให้อีกรอบ เพราะเหมือนลูกค้าจะผสมรวมหลายตัว และฝากตัวป้องกันแมลงของเราไปให้ 
136731,253191,45990.39106,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,รับของแล้ว จะลองเอามาใช้กับมะพร้าว เลยแนะนำวิธีใช้งานไปให้ แล้วบอกจะโทรไปติดตามผลการใช้งาน ปีหน้า 
136703,253192,45990.3853,กล๊อฟ [Telesale],รับสาย,ได้คุย,ลูกค้าปฏิเสธรับของเนื้องจากพนักงานขนส่งพูดไม่สุภาพ ไม่ต้องตาม 
136621,225218,45989.74369,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ใช้อยู่ ก็โอเครดี แต่พี่ไม่สะดวกคุยนะขับรถอยู่ 
136587,227094,45989.73697,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,โทรกลับมาบอกยังไม่ได้ใช้เลย พอดียุ้งเรื่องข้าว เลยไม่ได้ใช้เลย พึ่งเกี่ยวข้าวเสร้จแล้ว เดียวจะลองใช้ดู เลยเน้นย้ำวิธีใช้งานไปให้อีกรอบแล้ว จะโทรไปติดตามผลการใช้งานปีหน้า 
136564,225216,45989.73219,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,โทรหารอบนี้บอกว่ายังไม่ได้ใช้งานเลยพี่ลืม มัวแต่ทำงาน เด๊่ยววันหยุดนี้พี่จะลองใช้ดูเลยแนะนำวิธีใช้งานไปให้อีกรอบนึง แล้วบอกจะโทรติดตามผลอีกทีหลังจากลูกค้าลองใช้ 
136536,225307,45989.72696,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รับสายแล้วบอกว่าใช้กับผักสวนครัวรอบบ้าน เหมือนไม่อยากคุยค่าๆอย่างเดียว 
136535,225307,45989.72694,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รับสายแล้วบอกว่าใช้กับผักสวนครัวรอบบ้าน เหมือนไม่อยากคุยค่าๆอย่างเดียว 
136506,225306,45989.72289,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ยังไม่ได้ติดตามผล
136494,225305,45989.72171,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มะพร้าวกำลังทยอยแตกจั่น เวลาแตกจั่นแล้วมันไม่ค่อยติดลูกติดผลเลย ไม่เคยใส่ปุ๋ยอะไรบำรุงเลยทั้งทางดินและทางใบ เลยแนะนำสิงทองไปให้ ยังไม่สนใจ เพราะอยากลองตัวนี้ก่อนว่ายังไง เลยแนะนำวิธีใช้ไปให้ แล้วบอกว่าจะโทรไปติดตามผล
136485,226834,45989.72074,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรรอบแรกลูกค้าตัดสายเลยโทรซ้ำถามว่า ได้ไตรโครหรือยัง ลูกค้าบอกรับแล้ว แฟนจะเอาไปฉีดต้นมะละกอ มันเป็นเชื้อรา เลยแนะนำวิธีใช้งานไปให้ และบอกว่าจะโทรไปติดตามผลการใช้งาน ให้เมมเบอร์ไว้ด้วย และฝากสินค้าตัวอื่นๆไปให้ // ไม่รับสาย 28/11/68 
136423,226833,45989.71146,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เคยใช้แล้ว ปกติจให้ลูกสะไภ้สั่งให้รอบนี้ เอาเบอร์ตัวนี้ ปกติสั่งมาคุณลุงจะเป็นคนใช้ ป้าเป็นลูกมือคอยช่วยกันทำกันสองคนตาย-ยาย จะปลูกไปเรื่อยๆสลับๆกัน ไม่รู้ว่าซองนึงลุงเขาใช้ได้นานไหม เลยฝากปุ๋ยตัวอื่นๆไปให้ และฝากให้เมมเบอร์ไว้ จะโทรไปสอบถามเยี่ยมเยียน
136392,226832,45989.70784,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหารอบนี้คุณแม่บอกว่า ใช้ไป2รอบเอง 15วันครั้งพอดีคุณพ่อป่วย เลยไม่ค่อยได้ต่อเนื้อง เด๊่ยวแม่จะลองใช้บ่อยๆดูแต่เริ่มดีขึ้นบ้างแล้วนะจากที่ฉีดไป เลยบอกจะโทรหาใหม่อีกทีปีหน้า สอบถามเยี่ยมเยียน
136321,226831,45989.6972,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,พี่เอามาใช้ป้องกันเมร่อน เมื่อก่อนเคยใช้แล้วแต่ยี่ห้ออื่นรอบนี้เลยมาลองของเราดู จะใช้ฉีดป้องกัน เลยแนะนำอะมิโนไปให้เพิ่มด้วย และตัวอื่นๆ ส่งข้อมูลเพิ่มเติมให้ดูในไลน์ จินอนันต์ // ไลน์มาสั่ง ไตรโครเพิ่ม 2ซอง // ตามในไลน์ 28/11/68
136264,227096,45989.68968,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มีทุเรียนและอย่างอื่นผสมผสานกัน จะเอามาใช้กับทุเรียน กำลังจะทำชุดใบ น่าจะใบแรก ตัวอื่นๆที่เคยสั่งไปยังไม่ถึง รอบใช้งาน เลยแจ้งไปว่าจะโทรไปติดตามผลการใช้งาน // ไม่รับสาย 28/11/68
136257,227095,45989.68797,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหารอบนี้บอกว่า ใช้ไปรอบเดียวเอง แต่ก็ดูดีขึ้น เด๊่ยวจะลองไปใช้กับต้นอื่นๆด้วยพวกทุเรียน มะขามและอื่นๆปลูกหลายอย่างละนิดหน่อย เลยเน้นย้ำวิธีใช้ไปให้และแนะนำตัวบิวไปเพิ่มให้ 
136225,227094,45989.68205,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ลูกค้าสั่งมาจะลองกับฝรั่ง เป็นพวกเพี้ย และทาก เลยแนะนำวิธีใช้งานไปให้ และข้อควรระวังว่าห้ามใช้กับอะไร และบอกว่าจะโทรไปติดตามผลการใช้งา // ไม่รับสาย 28/11/68
136224,227094,45989.68204,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ลูกค้าสั่งมาจะลองกับฝรั่ง เป็นพวกเพี้ย และทาก เลยแนะนำวิธีใช้งานไปให้ และข้อควรระวังว่าห้ามใช้กับอะไร และบอกว่าจะโทรไปติดตามผลการใช้งา // ไม่รับสาย 28/11/68
136210,227562,45989.68009,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ต้นปาล์ม เป็นเชื้อรา กาโนเดอม่า เลยจะทดลองใช้งาน เลยแนะนำวิธีใช้งานไปให้แล้วข้อห้ามผผสมกับอะไรบ้าง และแนะนำสิ้นค้าอื่นๆ ไปให้ด้วย และบอกว่าจะโทรไปติดตามผลการใช้งานอีกที // รอบแรกไม่รับ รอบสองตัดสายทิ้ง 28/11/68
136187,227268,45989.67704,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,จะเอามาลองกับหอมแบ่ง มีเชื้อรายุแล้วที่สั่งมาก่อนหน้านี้ ตัวอื่นๆมีครบแล้ว เลยแนะนำวิธีใช้งานไปให้และแนะนำสินค้าตัวอื่นๆไปด้วย ลูกค้าบอกจะใช้อีกทีปีหน้า มกราคมประมาณนั้น // โทรหารอบนี้ก็บอกว่าพึ่งส่ั่งไปใหม่ เอามารักษาป้องกัน ใช้ดีอยู่ แล้วก็ใช้กับตัวอื่นๆด้วยตัวเชื้อราตัวอื่นแล้วก็ดินเน่า เด๊่ยวเดือนหน้า จะปลูกใหม่ หลายไร่อยู่ ว่าจะใช้อยู่ ประมาณ 10/12/68 ให้โทรหาว่าจะใช้อยู่ เลยแนะนำ โปร5ซองไปให้ 
136133,233229,45989.67115,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,โทรหาลูกค้าบอกว่าได้รับของแล้ว จะเอามารักษาโรคชมพูในฝรั่ง มีอยู่ต้นนึง เลยจะทดลองดูก่อนว่าจะใช้ดีไหม ถ้าใช้ดีผมจะปลูกเพิ่มอยู่ เพราะกำลังทดลองใช้อยู่ เลยแนะนำสินค้าตัวอื่นๆไปให้ด้วย และแนะนำวิธีใช้งานไปให้ // โทรหารอบนี้บอกฉีไป3ครั้งแล้ว อาทิตย์ละครั้ง เลยแนะนำวิธีใช้งานไปให้อีกรอบ และบอกจะติดตามผลอีกทีปีหน้า 
136111,233215,45989.66782,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,จะลองเอามาใช้กับมะพร้าวก่อน มี10กว่าต้น ยังไม่ติดลูกติดผลหรอก เจอด้วงกัดยอดกินยอดมะพร้าว เลยแนะนำวิธีใช้งานไปให้ แล้วลูกค้าบอกว่ามีข้าวด้วยประมาณ 5ไร่ จะเกี่ยวสิ้นปีนนี้แล้วจะปลูกใหม่ สนใจพวกสารปรับปรุงดิน ตัวย่อยสลายต่อซังข้าว ข้าวดีด ข้าวเด้ง ด้วย เลยบอกว่าจะโทรไปติดตามผลการใช้บิวเดือนหน้า // โทรหารอบนี้บอกพึ่งเกี่ยวข้าวเสร้จเมื่อวานเองใช้ไปได้สองรอบห่างกันอยู๋ เพราะมัวยุ้งกับข้าว แต่ก็ดูดีขึ้นมาหน่อย เดี๋ยวช่วงนี้ว่างแล้ว จะใช้บ่อยๆดู เลยบอกจะติดตามผลใหม่ มกราคมปีหน้า ตัวสารปรับปรุงดินตัวสลายตอซังข้าว จะได้ใช้ประมาณเดือนเมษายน
136073,233446,45989.66322,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,ลูกค้าเป้นนักวิทยาศาส ติทุกอย่าง อย่างนั้นนี้ รู้ดีรู้มากไปหมด บอกใช้ไม่ได้ผล แต่ไม่เคยราดโคนต้น ใช้โครนบิน เอา แล้วบอกรู็ไปหมดทุกอย่าง ติดหัวฉีดบ้าง บอกตกตะกอนไม่ค่อยละลายบ้าง ให้เราไปพัฒนาเรื่องมีเดียลบ้าง สรุป ไม่ตาม
136012,240552,45989.65457,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,มะพร้าว เจอพวกด้วงแมลง เมื่อก่อนใช้ของกับตัน เลยลองใช้ของเราดูบ้าง ยังไม่ได้ลองใช้ เดี๋ยวรอฝนเบาๆ จะลองตอนนี้พายุเข้ายังไม่ได้ฉีด เลยแนะนำวิธีใช้งานไปให้ ลูกค้าบอกน่าจะฉีดได้ 2เที่ยว เลยบอกไปว่าถ้าดี แนะนำโปร 5ซองไปให้สิ้นเดือนจะโทรติดตามผล // ลองแล้ว ฉีดไป3ครั้ง 5วันที ไม่ได้ผลเลย ต้นตายไปหลายต้นแล้ว 
135957,189614,45989.64655,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,มะพร้าวเจอด้วงเยอะ เลยอยากทดลองมาใช้ ใช้ครั้งแรก เลยแนะนำวิธีใช้งานไปให้ และจะโทรไปติดตามผล ฝากตัวปุ๋ยเม็ดปุ๋ยน้ำไปให้ด้วย ลูกค้า ยังไม่สนใจ ขอลองตัวนี้ก่อน // โทรหารอบนี้ลูกค้าไม่สบาย เลยยังไม่ได้ลองใช้เลย เลยเน้นย้ำวิธีใช้ไปให้อีกรอบแล้ว จะโทรไปติดตามผลใหม่ // โทรกลับมาบอกยังไม่ได้ใช้เลย อยู่ที่สวนไม่ค่อยมีสัญญาณ เด๊่ยวลองใช้งานแล้ว จะบอกนะ เลยบอกจะโทรหาใหม่ปีหน้า 
135938,189614,45989.64507,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มะพร้าวเจอด้วงเยอะ เลยอยากทดลองมาใช้ ใช้ครั้งแรก เลยแนะนำวิธีใช้งานไปให้ และจะโทรไปติดตามผล ฝากตัวปุ๋ยเม็ดปุ๋ยน้ำไปให้ด้วย ลูกค้า ยังไม่สนใจ ขอลองตัวนี้ก่อน // โทรหารอบนี้ลูกค้าไม่สบาย เลยยังไม่ได้ลองใช้เลย เลยเน้นย้ำวิธีใช้ไปให้อีกรอบแล้ว จะโทรไปติดตามผลใหม่ // ไม่รับสาย 28/11/68
135927,190528,45989.64307,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,มะพร้าว 4-5ปีแล้วเจอด้วง เยอะเลย แล้วก็แมลงดำๆ เลยแนะนำวิธีการใช้งานไปให้ แล้วแจ้งว่าจะโทรไปติดตามผล อีกเดือนข้างหน้า // ติดตามผลรอบแรกไม่รับสาย // แม่โทรกลับมา บอกรอบที่แล้วไม่ได้ของ เลยสั่งใหม่ทดลอง 1ซองก่อน // โทรหารอบนี้บอกฉีดได้2รอบแล้ว ยังไม่ดีขึ้นเลย ยังเหมือนเดิม เลยบอกให้ลอง5วันดูอีกสัก 3รอบว่าจะดีขึ้นไหม เด๊่ยวติดตามผลใหม่ 
135910,189702,45989.64075,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,คสนี้ลูกค้าทักมาสั่งในเฟส 6-3 1กระสอบ ไม่ทราบรายละเอียด // โทรติดตามผลรอบแรก 5/11/68 ไม่รับสาย // โทรกลับมา บอกใช้แล้วโฮเครนะ โดยรวม ถือว่าดี พึ่งสั่งเพิ่มไป1กระสอบเฟสเดิม เมื่ออาทิตย์ที่แล้ว เลยแนะนำให้ลูกค้าสั่งกับเรารอบหน้า แนะนำโปรปุ๋ยน้ำไปด้วย ตัวอื่นๆ  // ส่งข้อมูลไปให้ในเฟส ไม่รู้จะดูไหม 
135877,219533,45989.63642,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,จะลองเอามาใช้กับทุเรียน แต่ยังไม่ได้ลองเลย พึ่งปลูกมีสองต้น ไม่แน่ใจว่าเค้าจะเอาไปใช้อะไรบ้างนะ ให้ลูกสั่งให้ 
135831,190156,45989.63064,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ลูกค้าที่ปอนด์ส่งให้ ปลูกผักทั่วไปในวัด // โทรหารอบนี้ บอกว่า จะใช้ประมาณต้นเดือนหน้า เด๊่ยวเมมเบอร์ไว้แล้ว จะสั่งไปนะ 
135806,219535,45989.62618,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,ทุเรียน 1-5ปีมีหลายรุ่นทยอยๆปลูกไม่พร้อมกัน เคยใช้ไตรโครเดอม่าแล้ว เห็นผลดี เลยลองบิวมาใช้ ฉีดไปครั้งเดียวเลยยังไม่ทราบผล ว่าจะใช้ อะมิโนอยู๋ เลยแนะนำ 21-3 ไปด้วยเซ็ทคุ่กัน ลูกค้าต้องรอช่วงมีเงินก่อนเพราะหลายจ่ายหลายทาง แนะนำสิงชมพูไปให้ด้วย // ยังไม่ได้ลองใช้เลย กำลังวุ้นๆ กับข้าว เด๊่ยวรอว่างๆจะลองใช้ดู เคลียเรื่องข้าวที่นาก่อน เลยบอกจะโทรติดตามผลใหม่เดือนหน้า
135748,27180,45989.61859,กล๊อฟ [Telesale],รับสาย,ขายได้,แนะนำโปรสามขวดไปแต่เอาแค่สองขวดก่อน 28/11/68
135708,203556,45989.61229,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,จะเอามาลองใช้กับมะเขือ เจอพวกเพี้ยแมลงหนอนเยอะเลย กำลังระบาดเลย กะจะพ้น วันเว้นวันเลย อยากรู้ว่ามัน จะหายไหม เลยแจ้งลูกค้าไปว่าเดี๋ยวอีกเดือนจะโทรไปติดตามผล และฝากปุ๋ยตัวอื่นๆไปให้ // โทรหารอบนี้บอกว่า ใกล้จะหมดแล้ว แรกๆก็ดีขึ้น แต่เจอพวกหนอนที่ยังไม่เอาไม่อยู๋เลยต้องไปเอาเคมีมาใช้ เลยแนะนำบีทีไปใช้แทนเพราะไม่มีเคมี ลูกค้าบอกขอคำนวนต้นทุนก่อน เพราะช่วงนี้ราคามะเขือไม่ค่อยดี อาจจะใช้คู่กัน // ไม่ได้ใช้แล้ว เพราะเอาไม่ค่ออยู่ ราคาไม่ค่อยดีด้วยช่วงนี้ 
135593,57702,45989.59844,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ลูกค้าจะใช้ครั้งละ 1ขวด กับทุเรียน 4ไร่ อะมิโน น่าจะลองของที่อื่นสลับเพราะของเราราคาสูง 21-3 ใช้ดี พี่จะใช้เรื่อยๆ เมมเบอร์ไว้แล้ว และแนะนำพี่ที่รู้จักให้ด้วย ว่าให้โทรหา // ไม่รับสาย 6/11/68 // ไม่รับสาย 28/11/68
135521,55161,45989.5905,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,มีปลูกแล้ว แล้วก็มีกำลังจะลงปลูก เลยแนะนำวิธีการใช้และการรักษาไปให้ // ยังเหลือ ยังไม่หมดก็ใช้ดี ใช้ไปแค่สองรอบเอง ปลูกไม่เยอะ ยังเหลือ ยังไม่เอาเพิ่ม // โทรหารอบนี้บอกใช้หมดแล้ว แต่ยังไม่เอาเพิ่มเพราะยังไม่ปลูกอะไร จะพักไว้ก่อนเพราะแถวนี้ปลูกกกันเยอะแล้วราคาไม่ดี เลยถามว่าจะใช้อีกไหม ลูกค้าบอกไม่แน่ใจ เลยฝากไปว่าถ้าจะใช้ให้โทรหาเรา
135497,55795,45989.5876,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ฝรั่งด้วย กล้วยด้วย กำลังติดลูกติดผลเลย ขอลองก่อนแนะนำบิวไปด้วย สนใจแต่รอพี่สาวสั่งให้ // โทรหารอบนี้ไม่สะดวกเหมือนเดิม บอกกำลังขับรถ กำลังจะไปงานศพต่อ เลยบอกจะโทรหาใหม่ // โทรหารอบนี้บอกลองไปครั้งเดียวแล้วมันเหมือนจะไหม้ เลยถามว่าผสมยังไง สรุปเหมือนจะใส่เยอะเกินไป เลยแนะนำวิธีใช้งานไปให้ใหม่ // โทรหารอบนี้ บอกว่ายังไม่ได้ใช้เลย พอดีพี่ยุ้งๆกับข้าวอยู่ พึ่งเกี่ยวข้าวเสร้จแล้ว กำลังไถที่จะลงดำกล้าใหม่ เลยบอกว่าลองไปฉีดข้าวได้นะ ลูกค้าบอกเด๊่ยวจะลอง ทุเรียนด้วย เลยเน้นย้ำการผสมไปให้อีกที แล้ว จะติดตามผลปีหน้า รอบต่อไป 28/11/68
135445,57268,45989.58189,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ใช้ไปครั้งเดียวเอง ฝนตกบ่อย เลยไม่ค่อยจะได้ฉีด เลยแนะนำวิธีการใช้ไปให้อีกรอบว่าควรใช้ต่อเนื้องสม่ำเสมอ และแนะนำปุ๋ยน้ำ 21-3 ไปใส่บำรุงต้นบำรุงใบ // โทรหาลูกค้าลูกค้าบอกใช้ไปครั้งเดียวเอง ช่วงนี้ฝนก็ยังตกบ่อย เลยใช้เคมีก่อนเพราะกลัว ไม่หายแล้วค่อยใช้ของเรา // โฟอิงลิช 28/11/68
135430,58517,45989.58013,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,กำลังเก็บส้มโออยู่ ใช้ทีละ 2ซอง กับสวนที่เสี่ยงจะเป็นก่อน เดือนหน้ากลางเดือนน่าจะได้ใช้ เพราะต้องรอเก็บส้มโอเสร็จก่อน // โทรหารอบนี้ลูกค้าบอกกำลังตัดแต่งกิ่งส้มโฮอยู่ ต้องรอตัดแต่งกิ่งก่อนถึงจะได้ใช้อาจจะใช้เยอะหน่อยรอบนี้ เด๊่ยวค่อยติดต่อไปใหม่ ขอตัดแต่งกิ่งให้เสร็จก่อน // ไม่รับสาย // โฟอิงลิช 11/11/68 // ไม่รับสาย 24/11/68 // พี่โทรหารอบนี้บอกยังไม่น่าจะได้ใช้พอดีเอามันไม่อยู่ ไมค่อยได้ผลเท่าไหร่ เด๊่ยวพี่ส่งรูปให้ดู ขนาดพวกโซตัส อิริส เขามาดูที่สวนให้ตัวนู้นนี้มาลอง ยังไม่หายเลย
135335,58491,45989.57034,กล๊อฟ [Telesale],รับสาย,ขายได้,ทุเรียนเล็ก 2ปี ตัดเสร็จแล้ว แต่มีปุ๋ยแล้ว ของเขาเพชร รอรอบหน้าก็แล้วกันนะ // 21-3 ยังเหลือขวดนึง ทางดินใช้เขาเพชร มีเยอะสั่งมาทีหลายกระสอบ // โทรหารอบนี้บอกว่า สะสมอาหารแล้ว เด๊่ยวรอดูก่อนว่า จะได้ใช้ไหมเพราะมีตัวอื่นแแล้วด้วย เลยแจ้งโปร 5แถม 1ไปให้ // โทรหารอบนี้ เอาเพิ่มจน 6ขวด เพราะบอกว่าฉีดได้จนถึงเก็บเกี่ยว เลยเอา 6ขวดเลย เพราะรอบนึง 2ถึง ถัง 200ลิตร โบรอนมีแล้ว เลยแนะนำให้ใช้คู่กัน แล้วค่อยโทรสอบถามเยี่ยมเยียนปีหน้า 
135301,60207,45989.56353,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,จะใช้อีกทีปลายเดือนหน้า เหลือฉีดได้อีกรอบนึง ปุ๋ยเม็ดปุ๋ยน้ำตอนนี้มีหมดแล้ว สวนใหญ่จะเอามาฮีดป้องกัน เป้นทีเรียนนอกฤดู กำลังติดดอก กำลังดอกจะบานแล้ว // ยังเหลือฉีดได้อีก1รอบ ว่าจะใช้ช่วงสินเดือนกันยายน จะฉีดป้องกัน 15วันครั้งนึง / / โทรหารอบนี้เอาเหมือนเดิม 2ซอง ลูกค้าบอกพวกปุ๋ยน้ำรอให้อันเก่าหมดก่อน จะลองใช้ของเทพมงคลสนใจชีวภัณท์ อยากทำแบบอินทรีย์ล้วนสักแปลงนึง ประมานทันวาคมเลย // โทรหาแนะนำโปรให้ลูกค้า พวกบำรุงต้นเล็ก ทำชุดใบ และตัวสะสมอาหาร ลูกค้าขับรถอยู่ให้โทรหาวันศุกร์ 28/11/68 // บอกให้โทรหาใหม่แล้วก็ไม่รับสายตามสเตป 28/11/68
135283,58496,45989.56075,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ยังไม่รู้ผล เพราะซื้อไปใช้ที่บ้านที่กำแพง ตัวเองยุกทม. เดือนนึงจะกลับบ้านที // โทรติดตามผลไม่รับสาย // ลูกค้าโทรกลับมา บอกให้ส่งข้อมูลให้ดูในไลน์ charun srichada รอรับค้ารับเพื่อนแล้วส่งข้อมูลไปให้ดู // ทักตามผลในไลน์ ไม่รู้จะอ่านตอบหรือเปล่า
